title,Description,URL,Category,tags
Hoshin Planning: Connect Strategic Planning to Project Execution,What exactly is Hoshin Kanri? What are the benefits of using Hoshin Planning? How to implement it? Find the answers here.,https://kanbanize.com/lean-management/hoshin-kanri/what-is-hoshin-kanri,Agile,Kanban
Agile and Scrum videos | SCRUMstudy,"Get the most out of SCRUMstudy Agile and Scrum Videos! Our free, recorded videos on Scrum Developer Certified, Scrum Master Certified, SCRUMstudy Agile Master Certified, provides all the background you need to understand what Scrum and Agile is and how it can work for your team.",https://www.scrumstudy.com/freeresources/scrum-free-videos,Agile,Agile
Business Agility | Agility Planning | Scaled Agile Framework | Scaled Agile,"Provider of SAFe® - Adopt the Scaled Agile Framework® (SAFe) used by 1,000,000 people in 20,000 organizations.",https://scaledagile.com/,Agile,"Agile, Scaled Agile"
Fluid Scaling Technology,"Made in and for the Age of Disruption. FAST harnesses the same creative organizing force of the universe itself - self-organization.  FAST combines Open Space and Open Allocation to create a lightweight, simple to understand, and simple to master agile method - that scales!",https://www.fastagile.io/home,Agile,Agile
How to improve User Stories’ readiness and maturity so that the team can complete them quickly inside a Sprint? - Scaling Agile AgileSparks,Agile Sparks,https://www.agilesparks.com/blog/how-to-improve-user-stories-readiness-and-maturity-so-that-the-team-can-complete-them-quickly-inside-a-sprint/,Agile,Agile
Sigmoid Function Definition | DeepAI,DeepAI,https://deepai.org/machine-learning-glossary-and-terms/sigmoid-function,AI,References
Vanishing Gradient Problem Definition | DeepAI,DeepAI,https://deepai.org/machine-learning-glossary-and-terms/vanishing-gradient-problem,AI,AI
How to save a ChatGPT conversation to revisit later | ZDNET,ChatGpt,https://www.zdnet.com/article/how-to-save-a-chatgpt-conversation/,AI,Chatgpt
https://chat.openai.com,Chatgpt,https://chat.openai.com/,AI,Chatgpt
CHAT CPT,Chat gpt,https://chat.openai.com/chat,AI,
OpenAI Help Center,Help. Chatgpt,https://help.openai.com/en/,AI,AI
A Complete Understanding of Dense Layers in Neural Networks,Neural Networks,https://analyticsindiamag.com/a-complete-understanding-of-dense-layers-in-neural-networks/,AI,"AI, Neural Networks"
DALL·E 2,AI,https://openai.com/dall-e-2/,AI,AI
OpenAI Research,Research,https://openai.com/research/,AI,AI
New Technologies Making Waves in the E-commerce Sector,AI,https://www.techopedia.com/4-new-technologies-making-waves-in-the-e-commerce-sector/2/34623,AI,AI
Evolution of AI in Logistics and Supply Chain Sector will Drive More Revenue to Companies,AI,https://www.automation.com/en-us/articles/september-2021/evolution-ai-logistics-supply-chain-revenue,AI,"AI, IOT"
My Curated List of AI and Machine Learning Resources from Around the Web | by Robbie Allen | Machine Learning in Practice | Medium,AI,https://medium.com/machine-learning-in-practice/my-curated-list-of-ai-and-machine-learning-resources-from-around-the-web-9a97823b8524,AI,AI
AI Resources,AI,https://www.airesources.org/,AI,AI
Responsible AI Resources – Microsoft AI,AI,https://www.microsoft.com/en-us/ai/responsible-ai-resources,AI,AI
Think with Google: Marketing Research & Digital Trends,AI,https://www.thinkwithgoogle.com/intl/en-apac/,AI,AI
Binary Cross Entropy/Log Loss for Binary Classification,Data Science,https://www.analyticsvidhya.com/blog/2021/03/binary-cross-entropy-log-loss-for-binary-classification/,AI ML,"Big Data, Data science, Deep Learning, Machine Learning"
6.3. Preprocessing data — scikit-learn 1.2.1 documentation,Preprocessing,http://scikit-learn.org/stable/modules/preprocessing.html,AI ML,AI
Neural networks and deep learning,Neural networks,http://neuralnetworksanddeeplearning.com/chap1.html,AI ML,"AI, Neural Networks"
What are Recurrent Neural Networks? | IBM,Neural networks,https://www.ibm.com/topics/recurrent-neural-networks,AI ML,RNN Recurrent Neural networks
A Recipe for Training Neural Networks,Neural net,http://karpathy.github.io/2019/04/25/recipe/,AI ML,"AI, Neural Networks, Big Data, Data science, Deep Learning, Machine Learning"
Top 10 Most Popular Robotic Process Automation Tools in 2023,RPA,https://www.analyticsinsight.net/top-10-most-popular-robotic-process-automation-tools-in-2023/,AI ML,RPA
Step-By-Step Guide to Principal Component Analysis With Example,"PCA,",https://www.turing.com/kb/guide-to-principal-component-analysis,AI ML,PCA
Hire the World’s Most Deeply Vetted Remote Developers | Turing,Knowledge,https://www.turing.com/,AI ML,"References, Data science, AI"
All You Need to Know About Using Hashmaps in Python,Reference,https://www.turing.com/kb/how-to-use-hashmap-in-python,AI ML,References
Background: What is a Generative Model? | Machine Learning | Google Developers,Generative M. L,"https://developers.google.com/machine-learning/gan/generative#:~:text=A%20generative%20model%20includes%20the,to%20a%20sequence%20of%20words.",AI ML,"Big Data, Data science"
Introduction to using machine learning | TechTarget,Machine Learning,https://www.techtarget.com/searchenterpriseai/post/Introduction-to-using-machine-learning,AI ML,AI
About Expert.ai | The Natural Language Platform for the Enterprise | expert.ai,AI,https://www.expert.ai/about-us/,AI ML,AI
"Data Analytics - Data, Data Science, Machine Learning, AI, BI, Blockchain",Data Science,https://vitalflux.com/,AI ML,"Machine Learning, Big Data, Data science"
Principal Component Analysis (PCA) Explained | Built In,PCA,https://builtin.com/data-science/step-step-explanation-principal-component-analysis,AI ML,Machine Learning
Understanding Loss Function in Deep Learning - Analytics Vidhya,Deep learning,https://www.analyticsvidhya.com/blog/2022/06/understanding-loss-function-in-deep-learning/,AI ML,"Machine Learning, Deep Learning"
Introduction to deep learning | Python,Deep learning,https://m.datacamp.com/courses/introduction-to-deep-learning-in-python/basics-of-deep-learning-and-neural-networks?ex=1,AI ML,Big Data
Teradata® Python Package User Guide • Reader • Teradata Online Documentation | Quick access to technical manuals,TeraData,https://docs.teradata.com/r/Teradata-Python-Package-User-Guide/February-2020/DataFrames-for-Tables-and-Views/DataFrame-Manipulation/loc-and-iloc,AI ML,"References, Big Data"
How to filter rows in pandas by regex?,Regular expression,https://www.includehelp.com/python/how-to-filter-rows-in-pandas-by-regex.aspx,AI ML,"Big Data, References, Data science"
The ChatGPT Cheat Sheet - KDnuggets,ChatGPT,https://www.kdnuggets.com/2023/01/chatgpt-cheat-sheet.html,AI ML,AI
Finding Actionable Insights using Keras Autoencoders - UdemyFreebies,Free,https://www.udemyfreebies.com/free-udemy-course/finding-actionable-insights-using-autoencoders,AI ML,Autoencoder
A Neural Network Playground,Neural network,"https://playground.tensorflow.org/#activation=relu&regularization=L1&batchSize=20&dataset=xor&regDataset=reg-plane&learningRate=0.03&regularizationRate=0.001&noise=10&networkShape=8,2&seed=0.48900&showTestData=false&discretize=false&percTrainData=40&x=true&y=true&xTimesY=false&xSquared=false&ySquared=false&cosX=false&sinX=false&cosY=false&sinY=false&collectStats=false&problem=regression&initZero=false&hideText=false",AI ML,AI
Overview of GAN Structure | Machine Learning | Google Developers,GAN,https://developers.google.com/machine-learning/gan/gan_structure,AI ML,"AI, keeps"
Neural networks and deep learning,Neural Networks,http://neuralnetworksanddeeplearning.com/index.html,AI ML,Deep Learning
DMLC | Distributed (Deep) Machine Learning Common,Distributed machine learning,http://dmlc.io/,AI ML,"Data science, Deep Learning"
Cross-Validation in Machine Learning: How to Do It Right - neptune.ai,Neptune AI,https://neptune.ai/blog/cross-validation-in-machine-learning-how-to-do-it-right,AI ML,AI
What Is Deep Learning? | Toolbox | Spiceworks,Deep Learning,https://www.spiceworks.com/tech/artificial-intelligence/articles/what-is-deep-learning/,AI ML,Deep Learning
Architectural Pattern - Category - Software-Pattern.org,Architectural Pattern  - Software-Pattern.org,http://software-pattern.org/Category/5,AI ML,"Product, Architecture"
Architectural Patterns: Blackboard,Blackboard pattern,http://www.openloop.com/softwareEngineering/patterns/architecturePattern/arch_Blackboard.htm,AI ML,"Architecture, AI"
ChatGPT: Optimizing Language Models for Dialogue,Chat,https://openai.com/blog/chatgpt/,AI ML,AI
8 types of bias in data analysis and how to avoid them | TechTarget,Bias,https://www.techtarget.com/searchbusinessanalytics/feature/8-types-of-bias-in-data-analysis-and-how-to-avoid-them,AI ML,Data science
The Scala Programming Language,Scala,https://www.scala-lang.org/,AI ML,"AI, Data science"
What Is Spark | Pyspark Tutorial For Beginners,Pyspark,https://www.analyticsvidhya.com/blog/2019/10/pyspark-for-beginners-first-steps-big-data-analysis/,AI ML,"Data science, Machine Learning"
Plotly: Low-Code Data App Development,Plotly,https://plotly.com/,AI ML,"Analytics, Data science"
Quick Start | Prophet,Face book forecasts,http://facebook.github.io/prophet/docs/quick_start.html,AI ML,"AI, Analytics, Data, Data science"
Mastering Software Development in R,R,https://bookdown.org/rdpeng/RProgDA/,AI ML,R
What is a Semantic Layer and How to Build it for Future Data Workloads?,Semantic,https://www.kyvosinsights.com/blog/what-is-a-semantic-layer-how-to-build-one-that-can-handle-future-data-workloads/,AI ML,"Data, Data science, Analytics"
"RapidMiner | Amplify the Impact of Your People, Expertise & Data",Rapid miner,https://rapidminer.com/,AI ML,Machine Learning
How Naive Bayes Algorithm Works? (with example and full code) | ML+,Naive Bayes,https://www.machinelearningplus.com/predictive-modeling/how-naive-bayes-algorithm-works-with-example-and-full-code/,AI ML,Naive Bayes
10 Examples of Linear Algebra in Machine Learning,"Linear algebra,",https://machinelearningmastery.com/examples-of-linear-algebra-in-machine-learning/,AI ML,Linear Algebra
Welcome to the Jupyter Guide to Linear Algebra — Jupyter Guide to Linear Algebra,Linear algebra,https://bvanderlei.github.io/jupyter-guide-to-linear-algebra/intro.html,AI ML,Linear Algebra
jakevdp/PythonDataScienceHandbook: Python Data Science Handbook: full text in Jupyter Notebooks,Datascience,https://github.com/jakevdp/PythonDataScienceHandbook,AI ML,"Data science, Deep Learning"
Statistics and Machine Learning Toolbox - MATLAB,Statistics,https://www.mathworks.com/products/statistics.html,AI ML,Statistics
TFLearn | TensorFlow Deep Learning Library,Tensor Flow,http://tflearn.org/,AI ML,"Machine Learning, Data science, Deep Learning"
Machine Learning - GeeksforGeeks,Machine learning,https://www.geeksforgeeks.org/machine-learning/,AI ML,"Data science, AI, Data Science, Machine Learning"
What Is Logistic Regression?,Logistic Regression,https://www.mastersindatascience.org/learning/machine-learning-algorithms/logistic-regression/,AI ML,"Machine Learning, Logistic Regression, Supervised learning algorithm, probabilistic"
Tutorial: Learning Curves for Machine Learning in Python for Data Science,Learning curves,https://www.dataquest.io/blog/learning-curves-machine-learning/,AI ML,"Data Science, Machine Learning"
ML_reg4,Ridge Regression,https://tung-dn.github.io/prog_ML_reg4.html,AI ML,Machine Learning
"What is LASSO Regression Definition, Examples and Techniques",Machine learning,https://www.mygreatlearning.com/blog/understanding-of-lasso-regression/,AI ML,"Data Science, Machine Learning"
Customer Churn & LTV Prediction ML Models | Deepchecks,ML,https://deepchecks.com/use-cases/ltv/,AI ML,"Data Science, Machine Learning"
Deepchecks Pro Capabilities | Deepchecks,Deepchecks pro product,https://deepchecks.com/deepchecks-pro-capabilities/,AI ML,"Deep Learning, Machine Learning"
Smithsonian Magazine,Smithsonian,https://subscribe.smithsonianmag.com/?idx=245&inetz=side_menu,AI ML,"AI, Machine Learning, Deep Learning"
Scikit-learn cheat sheet: methods for classification & regression,Scikit learn,https://dev.to/amananandrai/basic-machine-learning-cheatsheet-using-python-10-classification-regression-methods-9g0,AI ML,"Data Science, ML, Deep Learning"
Reducing Loss: Learning Rate | Machine Learning | Google Developers,Google Developers,https://developers.google.com/machine-learning/crash-course/reducing-loss/learning-rate,AI ML,ML
How to Choose the Best ML Monitoring Solution | Deepchecks,Deep Learning,https://deepchecks.com/how-to-choose-the-best-ml-monitoring-solution/,AI ML,"ML, Deep Learning"
Onboarding | Dataquest,Machine Learning,https://www.dataquest.io/onboarding,AI ML,Machine Learning
VentureBeat | Transformative tech coverage that matters,VentureBeat is the leader in covering transformative tech. We help business leaders make smarter decisions with our industry-leading AI and gaming coverage.,https://venturebeat.com/,AI ML,"AI, Technology Transformation"
"Analytics India Magazine | Artificial Intelligence, Machine Learning, Data Science","Analytics India Magazine chronicles technological progress in the space of analytics, artificial intelligence, data science & big data in India",https://analyticsindiamag.com/,AI ML,"Analytics, Machine Learning, AI"
User guide: contents — scikit-learn 1.1.2 documentation,Scikit learn,http://scikit-learn.org/stable/user_guide.html,AI ML,"Machine Learning, Deep Learning, AI, Statistics"
Introduction to Virtual Reality | Deep Learning with TensorFlow | Udacity Free Courses,Udacity,https://www.udacity.com/course/intro-to-tensorflow-for-deep-learning--ud187,AI ML,Machine Learning
DeepAI: The front page of A.I. | DeepAI,AI,https://deepai.org/,AI ML,"Deep Learning, Machine Learning"
Get started - OpenML Documentation,OpenML,https://docs.openml.org/,AI ML,"AI, Machine Learning"
10 Open Source Decision Tree Software: For Classification & Regression,Decision tree,https://www.intellspot.com/open-source-decision-tree/,AI ML,"Machine Learning, libraries, AI, ML"
How to Become Data Scientist – A Complete Roadmap - GeeksforGeeks,Roadmap,https://www.geeksforgeeks.org/how-to-become-data-scientist-a-complete-roadmap/amp/,AI ML,Roadmap
TensorFlow basics | TensorFlow Core,TensorFlow,https://www.tensorflow.org/guide/basics,AI ML,"Machine Learning, ML, Statistics, Deep Learning"
Tutorials — Python API for CNTK 2.6 documentation,Microsoft,https://cntk.azurewebsites.net/pythondocs/tutorials.html,AI ML,Deep Learning
Machine Learning Glossary | Google Developers,Machine Learning,https://developers.google.com/machine-learning/glossary#logistic_regression,AI ML,"Machine Learning, Deep Learning"
How to easily extract text data for machine learning,Oracle,https://blogs.oracle.com/ai-and-datascience/post/how-to-easily-extract-text-data-for-machine-learning,AI ML,"Machine Learning, Data, AI"
Examples — scikit-learn 1.1.1 documentation,Scikit learn,http://scikit-learn.org/stable/auto_examples/index.html,AI ML,"Deep Learning, Machine Learning"
Using Colab | Practical Deep Learning for Coders,Collab,https://course.fast.ai/start_colab,AI ML,"Statistics, AI, Machine Learning"
neptune.ai,ML,https://neptune.ai/blog/the-best-ml-framework-extensions-for-scikit-learn,AI ML,"AI, Machine Learning, Deep Learning"
Feature Scaling | Standardization Vs Normalization,Standardization vz Normalization,https://www.analyticsvidhya.com/blog/2020/04/feature-scaling-machine-learning-normalization-standardization/,AI ML,"Deep Learning, AI, Machine Learning, Data, ML, Statistics"
YaRrr! The Pirate’s Guide to R,R,https://bookdown.org/ndphillips/YaRrr/linear-regression-with-lm.html,AI ML,"Data, Machine Learning"
Choosing the right estimator — scikit-learn 1.1.0 documentation,Cheatsheets,http://scikit-learn.org/stable/tutorial/machine_learning_map/index.html,AI ML,"Machine Learning, Statistics"
Singular Value Decomposition (SVD) In Recommender System,SVD,https://analyticsindiamag.com/singular-value-decomposition-svd-application-recommender-system/,AI ML,"Machine Learning, ML"
TensorFlow,TensorFlow,https://www.tensorflow.org/,AI ML,"Machine Learning, AI"
ML-For-Beginners/README.md at main · microsoft/ML-For-Beginners,ML,https://github.com/microsoft/ML-For-Beginners/blob/main/1-Introduction/1-intro-to-ML/README.md,AI ML,"Machine Learning, AI"
What is Categorical Data | Categorical Data Encoding Methods,Encoding,https://www.analyticsvidhya.com/blog/2020/08/types-of-categorical-data-encoding/,AI ML,Machine Learning
Tour of Data Preparation Techniques for Machine Learning,Data encoding,https://machinelearningmastery.com/data-preparation-techniques-for-machine-learning/,AI ML,Machine Learning
Machine Learning: When to perform a Feature Scaling? - atoti,Machine Learning,"https://www.atoti.io/articles/when-to-perform-a-feature-scaling/#:~:text=Feature%20scaling%20is%20a%20method,during%20the%20data%20preprocessing%20step.",AI ML,"Machine Learning, Statistics"
The Power of Logarithmic Scale - DataClarity Corporation,Log scale,https://www.dataclaritycorp.com/the-power-of-logarithmic-scale/,AI ML,Machine Learning
What Is Grid Search?. Explaining How To Obtain Optimal… | by Farhad Malik | FinTechExplained | Medium,Grid search,https://medium.com/fintechexplained/what-is-grid-search-c01fe886ef0a,AI ML,Machine Learning
Regularization | Regularization Techniques in Machine Learning,Regularizarion,https://www.analyticsvidhya.com/blog/2021/05/complete-guide-to-regularization-techniques-in-machine-learning/,AI ML,"ML, Statistics"
Linear Regression — ML Glossary documentation,Linear Regression,https://ml-cheatsheet.readthedocs.io/en/latest/linear_regression.html,AI ML,"ML, Statistics"
No Free Lunch Theorem for Machine Learning,Machine Learning,https://machinelearningmastery.com/no-free-lunch-theorem-for-machine-learning/,AI ML,"Machine Learning, ML"
3.1. Cross-validation: evaluating estimator performance — scikit-learn 1.0.2 documentation,Cross validation,http://scikit-learn.org/stable/modules/cross_validation.html,AI ML,"Machine Learning, ML"
3.2. Tuning the hyper-parameters of an estimator — scikit-learn 1.0.2 documentation,HyperParameters,http://scikit-learn.org/stable/modules/grid_search.html,AI ML,ML
Hyperparameter tuning for machine learning models.,HyperParameters,https://www.jeremyjordan.me/hyperparameter-tuning/,AI ML,"Machine Learning, ML, AI, Statistics"
What is the Difference Between a Parameter and a Hyperparameter?,Hyperparameters,https://machinelearningmastery.com/difference-between-a-parameter-and-a-hyperparameter/,AI ML,Machine Learning
A Gentle Introduction to the Gradient Boosting Algorithm for Machine Learning,Gradient Boosting,https://machinelearningmastery.com/gentle-introduction-gradient-boosting-algorithm-machine-learning/,AI ML,"ML, Statistics, Machine Learning"
OpenML Home,Machine Learning,https://www.openml.org/home,AI ML,"Statistics, AI, ML"
"The Yuan - AI Community Sees All, Knows All","The Yuan has a simple mission: deliver important, deeply reported stories about the technology business you won’t find elsewhere. Many of the most influential people in the industry turn to us for fresh information and original insight.",https://www.the-yuan.com/,AI ML,AI
An Overview of QuickSort Algorithm | by Harshil Patel | Towards Data Science,Quick sort,https://towardsdatascience.com/an-overview-of-quicksort-algorithm-b9144e314a72,Algorithms,"References, Concepts, Algorithms"
BFS and DFS,Depth First,https://www.ics.uci.edu/~eppstein/161/960215.html,Algorithms,"Algorithms, Big O, DFS"
binary search,Binary Search,https://xlinux.nist.gov/dads/HTML/binarySearch.html,Algorithms,"Algorithms, Big O, Binary Search"
Big O Notation and Algorithm Analysis with Python Examples,Big O,https://stackabuse.com/big-o-notation-and-algorithm-analysis-with-python-examples/,Algorithms,"Algorithms, Big O"
"Android Authority: Tech Reviews, News, Buyer's Guides, Deals, How-To",Android,https://www.androidauthority.com/,Android,Android
Android Mobile App Developer Tools – Android Developers,Android,https://developer.android.com/,Android,"Developer, Android studio, Android"
Download Android Studio and SDK tools | Android Developers,"Whether you're building for Android handsets, Wear OS by Google, Android TV, or Android Auto, this section provides the guides and API reference you need.",https://developer.android.com/docs,Android,"Android studio, Developer"
AngularJS — Superheroic JavaScript MVW Framework,Angular,https://angularjs.org/,Angular JS,Angular JS
Angular - Tour of Heroes app and tutorial,Angular,https://angular.io/tutorial,Angular JS,"Javascript, Angular JS"
YAML Syntax — Ansible Documentation,Ansible,https://docs.ansible.com/ansible/latest/reference_appendices/YAMLSyntax.html,Ansible,Devops
Ansible Community Documentation,Ansible,https://docs.ansible.com/ansible_community.html,Ansible,Ansible
Red Hat Services Journey: Automation Adoption,Redhat,https://www.redhat.com/en/resources/services-journey-automation-adoption-brief,Ansible,"Ansible, Redhat"
Controller Dashboard - instruqt,Demo,https://play.instruqt.com/embed/redhat/tracks/getting-started-controller/challenges/dashboard/notes?auto_start=true,Ansible,Automation
Apache Storm,Apache Storm is a free and open source distributed realtime computation system,https://storm.apache.org/,Apache,Apache
Apache Accumulo,"Apache Accumulo® is a sorted, distributed key/value store that provides robust, scalable data storage and retrieval.",https://accumulo.apache.org/,Apache,Apache
Welcome to The Apache Software Foundation!,Apache,https://www.apache.org/,Apache,Apache
gRPC,gRPC,https://grpc.io/,API,"API, gRPC"
Lessons From 4 Years of GraphQL - Lee Byron | Explore GraphQL,GraphQL,https://www.graphql.com/,API,GraphQL
Postman,Postman,https://web.postman.co/home,API,API
Postman API Platform,Postman,https://www.postman.com/,API,API
Instant GraphQL APIs on your data | Built-in Authz & Caching,Hasura,https://hasura.io/,API,API
JavaScript libraries — Postman Quick Reference Guide Version 1.8.0 - August 2021 documentation,,https://postman-quick-reference-guide.readthedocs.io/en/latest/libraries.html,API,API
Introduction to GraphQL | GraphQL,Query language,https://graphql.org/learn/,API,"GraphQL, API"
App Architecture Tutorials from TechTarget,TechTarget,https://www.techtarget.com/searchapparchitecture/tutorials,Application Architecture,Architecture
Head First Design Patterns | WickedlySmart.com,Design patterns,https://wickedlysmart.com/head-first-design-patterns/,Application Architecture,"References, Concepts, Application, Architecture"
Bredemeyer Consulting: What is Software Architecture,Software Architecture,https://www.bredemeyer.com/whatis.htm,Application Architecture,"Application, Concepts, References"
Distributed data patterns in a Microservice architecture bootcamp,Microservices,https://chrisrichardson.net/virtual-bootcamp-distributed-data-management.html,Application Architecture,"Data science, Architecture, Application"
Angular Architecture — Matt Vaughn,Angular,https://angulararchitecture.com/book/angular-architecture-patterns,Application Architecture,"Architecture, Application"
The C4 model for visualising software architecture,Architecture,https://c4model.com/,Application Architecture,Architecture
Design Principles for Cloud Native Applications :: The Reactive Principles,Reactive,https://www.reactivepriciples.org/cloud-native/index.html,Application Architecture,"Architecture, Application"
Reactive programming vs. Reactive systems – O’Reilly,Reactive,https://www.oreilly.com/radar/reactive-programming-vs-reactive-systems/,Application Architecture,Architecture
What is Reactive Programming?. Exploring the guiding principles of… | by Kevin Webber | RedElastic,Reactive,https://blog.redelastic.com/what-is-reactive-programming-bc9fa7f4a7fc,Application Architecture,"Architecture, Application"
"Optimize your modern data architecture for sustainability: Part 2 – unified data governance, data movement, and purpose-built analytics | AWS Architecture Blog",AWS,https://aws.amazon.com/blogs/architecture/optimize-your-modern-data-architecture-for-sustainability-part-2-unified-data-governance-data-movement-and-purpose-built-analytics/,Application Architecture,"Architecture, Application"
Software Architecture Design Game,Architecture,https://smartdecisionsgame.com/,Application Architecture,"Application, Architecture"
